pfamID	numSequences	numColumns	pdbid	pfamLine	eScore	queryStart	queryEnd	targetStart	targetEnd	percentIdentity	CHAIN_ID
Heme_oxygenase	819	842	3CZY	HMOX1_HUMAN	3.00E-121	2	207	1	206	100	A
Hepar_II_III	1076	470	3A0O	A9CEJ9_AGRT5	2.00E-85	490	637	1	148	100	A
HEPN	959	391	1UFB	P83963_THETH	5.00E-58	4	126	1	123	100	A
Herpes_BLLF1	269	912	2H6O	Q9QP87_EBVG	0	1	440	4	443	100	A
Herpes_glycop_D	262	155	3SKU	Q91NH6_HHV1	5.00E-74	35	159	1	125	100	A
Herpes_TK	348	424	1E2M	KITH_HHV11	2.00E-141	11	261	1	275	91.27	A
Hexokinase_1	1146	646	3S41	A7LFL1_HUMAN	2.00E-115	9	207	3	208	96.6	A
HGD-D	1639	1004	3O3M	C9YIH5_CLODR	0	34	372	1	339	100	A
HH_signal	247	289	3K7H	IHH_MOUSE	1.00E-88	1	149	14	162	99.33	B
HMG_CoA_synt_C	1520	745	3SQZ	Q8DUI5_STRMU	7.00E-74	244	387	1	144	100	A
HMG-CoA_red	1458	824	1QAY	MVAA_PSEMV	0	9	384	1	376	100	A
HNOB	547	357	3L6J	Q8YUQ7_NOSS1	8.00E-102	1	172	1	172	100	A
HOOK	265	2137	1WIX	B1AWM8_MOUSE	6.00E-93	6	164	4	165	95.06	A
HpaB	676	275	2YYJ	HPAB_THET8	1.00E-117	268	470	1	203	100	A
Hpr_kinase_C	1470	386	1KNX	HPRK_MYCPN	3.00E-82	130	295	1	172	96.51	A
HrcA	1894	600	1STZ	HRCA_THEMA	4.00E-111	104	304	1	201	100	A
HsbA	253	218	3L1N	O42721_PENMA	3.00E-61	7	125	1	122	97.54	A
HSDR_N_2	904	364	3H1T	F2G476_ALTMD	8.00E-52	27	122	1	97	98.97	A
HSF_DNA-bind	1359	507	2LDU	HSF1_MOUSE	5.00E-62	19	124	1	106	100	A
HTH_WhiA	1292	293	3HYI	Q9X234_THEMA	1.00E-102	95	279	1	185	100	A
HTS	1315	503	2H2W	META_THEMA	4.00E-171	1	289	1	295	97.97	A
HupH_C	715	221	3SB1	Q3SJ38_THIDA	2.00E-52	3	101	1	100	99	A
HutD	628	469	3ESG	C3K802_PSEFS	4.00E-102	5	180	1	176	100	A
HutP	209	166	1WRN	E8VFE8_BACST	3.00E-76	7	144	1	139	98.56	A
HycI	1579	335	2I8L	E7K057_SHISO	1.00E-69	20	142	1	123	100	A
Hydantoinase_A	1789	1193	3CET	Q6M145_METMP	1.00E-138	28	290	1	272	92.65	A
Hydrolase_like2	1296	592	1SU4	B3KY17_HUMAN	2.00E-54	418	528	1	111	97.3	A
HypA	1324	243	3A44	HYPA_PYRKO	4.00E-64	1	133	2	134	100	A
HypD	928	517	2Z1D	Q5JII1_PYRKO	0	4	364	1	362	99.72	A
IalB	556	337	3DTD	Q6G4Y3_BARHE	4.00E-74	6	137	1	135	97.78	A
ICln_channel	242	393	1ZYI	F1P8R1_CANFA	2.00E-44	18	116	1	99	100	A
IDH	877	870	1ITW	C1DL01_AZOVD	0	4	738	1	735	100	A
IDO	322	1155	2D0T	I23O1_HUMAN	0	1	370	5	393	95.12	A
IF4E	1126	621	4DUM	Q4R7N0_MACFA	1.00E-96	12	174	1	163	100	A
IIGP	201	1048	1TQ6	IIGP1_MOUSE	0	24	398	1	375	99.2	A
IL10	240	407	4DOH	IL20_HUMAN	1.00E-78	1	152	5	156	99.34	A
IMD	249	458	1WDZ	Q4R507_MACFA	1.00E-124	16	229	1	214	99.07	A
ImpE	263	196	1ZBP	E1ELN7_VIBPA	4.00E-65	135	254	1	123	96.75	A
Indigoidine_A	755	540	1VKM	PSUG_THEMA	4.00E-122	9	280	1	282	95.39	A
Inhibitor_I42	265	195	2H7W	E7L460_TRYCR	2.00E-54	12	107	1	96	98.96	A
Ins134_P3_kin	203	886	1Z2O	ITPK1_ENTHI	0	1	305	5	309	100	X
Ins145_P3_rec	336	657	3JRR	E1BKE7_BOVIN	1.00E-126	2	216	1	222	96.85	A
Integrin_alpha2	593	1162	3K71	ITAX_HUMAN	0	395	812	1	418	100	A
Interferon	690	289	3PIW	A8E6E2_DANRE	4.00E-88	2	153	1	152	97.37	A
IP_trans	347	658	1UW5	PIPNA_HUMAN	3.00E-132	1	248	1	253	98.02	A
iPGM_N	1937	499	2IFY	B0QA72_BACAN	8.00E-136	80	306	1	227	100	A
IRF	430	186	2DLL	Q99419_HUMAN	1.00E-62	6	115	1	110	99.09	A
Iron_transport	360	312	3NRQ	B3HWD5_ECOLX	1.00E-86	1	148	4	151	100	A
Ist1	415	340	3FRR	IST1_RAT	6.00E-83	32	176	22	166	100	A
Ivy	287	202	1GPQ	F1XVM1_ECO57	6.00E-68	8	123	1	116	100	A
Jacalin	866	396	3R51	P93193_IPOBA	3.00E-74	18	150	1	133	100	A
JHBP	768	587	3AOT	Q9U556_BOMMO	4.00E-109	1	203	36	238	100	A
JmjC	1442	421	3RVH	D2HSQ5_AILME	2.00E-69	173	289	1	117	100	A
Josephin	456	481	1YZB	D3VVD2_HUMAN	6.00E-95	8	168	1	161	100	A
KdgM	678	612	2WJQ	E1HG94_ECOLX	2.00E-119	1	205	8	222	95.35	A
KdpD	1314	291	2R8R	Q883V3_PSESM	1.00E-92	2	203	3	210	94.23	A
KicB	454	600	3RPU	E0QXK8_ECOLX	3.00E-172	1	309	7	327	96.26	A
Kin17_mid	225	197	2V1N	A6H719_BOVIN	8.00E-64	3	111	1	109	100	A
Ku	1169	715	1JEQ	Q5R7D9_PONAB	3.00E-110	232	432	1	204	98.53	A
Kunitz_legume	650	375	3TC2	Q8S380_SOLTU	1.00E-99	6	179	1	185	94.05	A
Lact_bio_phlase	213	870	2ZUT	Q5NU17_BIFLO	0	3	741	1	747	98.93	A
Lact-deh-memb	574	369	1F0X	E2X0M7_ECOLX	2.00E-112	310	502	98	290	98.96	A
LacY_symp	587	1618	2V8N	E9YDA9_ECOLX	0	1	413	1	413	100	A
LAM_C	394	211	2A5H	KAMA_CLOSU	6.00E-45	303	400	1	100	98	A
LamB	889	1132	1MPR	LAMB_SALEP	0	3	421	1	425	98.59	A
LamB_YcsF	1582	396	1XW8	YBGL_ECOBW	9.00E-107	1	203	1	220	91.36	A
Laminin_N	573	771	3TBD	A6NMX7_HUMAN	3.00E-140	22	268	1	247	100	A
LANC_like	913	1129	2G0D	F2HKA7_LACLA	0	22	395	1	374	100	A
LBP_BPI_CETP	344	332	1BP1	BPI_HUMAN	2.00E-90	13	189	1	177	99.44	A
LCCL	466	296	1JBI	Q96IU6_HUMAN	1.00E-50	6	95	1	90	100	A
Ldh_2	1652	723	1XRH	E6B727_ECOLX	5.00E-179	3	323	2	334	96.1	A
LEA_2	1187	284	1YYC	LEA2R_ARATH	2.00E-52	67	163	1	97	100	A
Lectin_leg-like	508	834	2A6Z	E7KC07_YEASA	4.00E-128	3	220	1	218	100	A
Leu_Phe_trans	1326	433	2Z3L	C6UEM0_ECOBR	6.00E-98	33	200	1	171	98.25	A
Leuk-A4-hydro_C	369	291	3B7U	B4DVZ8_HUMAN	2.00E-85	463	607	1	145	100	X
Leukocidin	898	428	2YGT	B8QGZ7_CLOPE	9.00E-141	36	275	1	240	100	A
LigD_N	455	271	3N9D	A3KTS4_PSEAE	4.00E-57	7	110	1	106	98.11	A
Linocin_M18	221	451	2E0Z	Q8U1L5_PYRFU	2.00E-119	14	223	1	210	100	A
Lip_prot_lig_C	1394	188	3R07	LPLX_THEAC	3.00E-47	1	85	3	87	100	C
Lipase	1338	941	1GPL	LIPR2_CAVPO	0	1	317	1	319	99.37	A
Lipase_chap	250	373	2ES4	LIFO_BURGL	2.00E-69	74	259	1	196	93.88	D
Lipocalin	1242	391	3B2I	Q6FGL7_HUMAN	8.00E-68	5	128	1	124	100	A
Lipocalin_2	1208	596	2ACO	B3B098_ECO57	6.00E-83	25	165	1	141	100	A
Lipoprotein_17	378	299	2KRT	B1AI30_UREP2	6.00E-57	8	110	1	103	100	A
Lipoprotein_2	1567	384	1L8W	O06878_BORBU	3.00E-37	100	269	1	172	98.84	A
Lipoprotein_6	657	227	1YJG	Q9LAL8_BORTU	1.00E-64	1	157	21	177	99.36	A
Lipoxygenase	917	1803	3VF1	Q2N410_9CNID	0	226	671	1	446	100	A
LolA	1760	766	2W7Q	E2ZUV0_PSEAE	7.00E-94	19	182	1	164	100	A
LolB	889	352	1IWM	LOLB_SHIF8	8.00E-91	18	174	1	157	100	A
Longin	920	267	4AFI	VAMP7_MOUSE	5.00E-47	63	144	1	82	100	A
LptC	1502	552	3MY2	E7HGT2_ECOLX	1.00E-67	1	123	52	176	98.4	A
LptE	1437	409	2R76	Q8EHP5_SHEON	2.00E-52	1	123	28	152	95.2	A
LpxC	1805	681	1YH8	LPXC_AQUAE	3.00E-143	1	266	2	267	99.62	A
Lumazine_bd	387	313	3K7C	A3YKG6_CAMJE	5.00E-54	1	104	6	111	98.11	A
Lumazine_bd_2	253	341	3DUK	Q1H3V3_METFK	2.00E-44	8	119	1	114	91.23	A
LuxS	1676	208	1JQW	E8VIE3_BACST	8.00E-85	1	148	7	155	98.66	A
Lyase_8	676	836	2BRW	D9NYM1_STRPN	1.00E-154	368	638	1	271	100	A
Lys	815	313	4AGA	B8YK77_GALLA	1.00E-72	1	127	1	127	100	A
M16C_assoc	612	796	3S5I	Q76NL8_PLAF7	9.00E-103	620	800	12	192	99.45	A
M60-like	528	923	4FCA	C3LDC3_BACAC	2.00E-148	25	306	1	289	96.89	A
Mad3_BUB1_I	293	253	3ESL	C7GVV3_YEAS2	2.00E-77	6	140	1	135	100	A
Malate_synthase	1785	1206	4EX4	MASZ_MYCLE	0	15	659	1	688	93.75	A
Malectin	606	527	2JWP	MLECA_XENLA	1.00E-93	6	166	1	161	100	A
MAM	1543	575	2C9A	A7MBN1_HUMAN	2.00E-90	7	162	1	158	98.73	A
MAP	695	105	1YN4	C8MAS6_STAAU	4.00E-35	5	92	1	88	100	A
MATH	1889	623	2FOO	F1RKZ4_PIG	8.00E-72	1	129	8	142	95.56	A
MCR_alpha_N	1110	315	1HBM	MCRA_METTM	7.00E-151	1	266	1	267	99.63	A
MdoG	945	1002	1TXK	C6EHG4_ECOBD	0	1	473	1	487	97.13	A
MecA	809	572	3JTO	MECA2_BACSU	5.00E-50	1	91	101	191	100	A
MecA_N	685	282	1MWT	Q53707_STAAU	1.00E-56	1	114	4	117	100	A
Memo	621	922	3BCZ	MEMO1_HUMAN	1.00E-157	5	281	1	285	96.49	A
META	1438	346	2KTS	B6IAC7_ECOSE	1.00E-49	6	93	1	88	100	A
Meth_synt_1	1810	950	3PPH	C4YKZ8_CANAW	0	3	327	1	325	99.08	A
Methyltransf_19	514	577	3GIW	Q82L35_STRAW	3.00E-116	1	254	7	268	96.56	A
Methyltransf_28	1201	938	4F3N	Q2T1U7_BURTA	2.00E-119	63	303	1	241	100	A
Methyltransf_7	548	790	2EG5	XMT1_COFCA	0	23	343	1	331	96.98	A
Methyltransf_PK	259	803	2EX4	NTM1A_HUMAN	2.00E-124	10	221	1	216	98.15	A
Methyltrn_RNA_3	284	689	1K3R	O26109_METTH	1.00E-148	5	258	1	254	99.61	A
Mfa2	336	910	3PAY	A7M1U3_BACOV	1.00E-158	9	294	1	303	93.73	A
MiaE	713	403	2ITB	Q88KV1_PSEPK	3.00E-75	51	191	1	145	97.24	A
MIase	358	179	1MLI	E4RHX4_PSEPB	5.00E-52	1	91	1	91	98.9	A
MIF	471	242	3U18	MIF_MACMU	2.00E-66	1	114	1	114	100	A
MIF4G	1662	811	1N52	NCBP1_HUMAN	9.00E-126	3	215	1	213	100	A
MinC_C	1451	200	1HF2	MINC_THEMA	2.00E-53	91	191	1	101	100	A
MinC_N	800	230	3GHF	E8EB87_SALMO	6.00E-55	1	100	5	104	100	A
MIR	872	610	1T9F	O61793_CAEEL	8.00E-90	22	175	1	154	100	A
MltA	1332	358	2PI8	E5ZNG7_ECOLX	2.00E-63	101	224	1	133	91.73	A
MmgE_PrpD	1481	1222	1SZQ	E9WB53_ECOLX	0	3	453	1	463	97.41	A
Mn_catalase	869	651	1JKV	MCAT_LACPL	1.00E-159	1	265	1	265	100	A
Mo25	334	803	3GNI	CAB39_BOVIN	0	1	334	2	335	100	A
Mob1_phocein	800	482	1R3B	Q7T1M9_XENLA	3.00E-104	18	191	4	177	98.85	A
MobA_MobL	867	787	2NS6	D0VWX2_PSEAE	2.00E-99	14	183	1	170	100	A
MOSC_N	1245	532	2EXN	Q7VTP7_BORPE	8.00E-60	5	111	1	107	100	A
Motile_Sperm	1148	334	2RR3	E2R580_CANFA	2.00E-60	7	113	1	107	100	A
MOZ_SAS	844	613	3TOA	MYST1_HUMAN	1.00E-106	56	240	1	187	98.93	A
MRJP	735	787	3Q6P	Q5WPU9_LUTLO	5.00E-165	86	371	1	291	97.59	A
Mrr_cat	1816	543	1Y88	Y1548_ARCFU	2.00E-57	9	108	1	100	99	A
MSC	240	950	2CH0	MAN1_HUMAN	1.00E-56	4	102	150	248	97.98	A
MTS_N	564	293	2PJD	RSMC_ECODH	3.00E-77	6	157	1	155	98.06	A
MTTB	332	880	2QNE	Q24SP7_DESHY	0	2	456	4	477	95.36	A
MucB_RseB	677	688	3M4W	B6I5E5_ECOSE	6.00E-154	7	284	1	285	97.54	A
MucBP	1359	436	3LYY	Q03HU7_PEDPA	2.00E-52	1	101	1	102	99.02	A
Na_H_antiport_1	1461	939	1ZCD	B2CR61_PSEST	6.00E-167	1	372	6	377	100	A
NadA	1972	879	2QS0	NADA_PYRFU	1.00E-149	19	293	12	295	96.83	A
NAGLU	276	573	4A4A	Q0TST1_CLOP1	0	270	597	1	328	99.39	A
Nairo_nucleo	440	486	3U3I	D4NYK4_9VIRU	0	1	422	1	441	95.46	A
NapB	616	276	1OGY	NAPB_RHOS4	4.00E-69	1	118	17	134	100	B
Ndr	368	1177	2XMR	NDRG2_HUMAN	2.00E-161	3	281	1	279	99.28	A
NEAT	1507	318	3S48	D3EXC7_STAA4	4.00E-70	15	137	1	123	100	A
Nepo_coat	331	222	1A6C	CAPSD_TRSV	8.00E-98	177	342	1	166	100	A
NHase_alpha	308	267	3QZ9	A9IEH2_BORPD	2.00E-102	10	196	1	189	94.18	A
Nic96	256	1205	2RFO	C8Z7T5_YEAS8	0	2	602	1	621	96.62	A
NigD	271	382	3NQI	E1WT26_BACF6	3.00E-116	9	216	1	216	96.3	A
NinB	339	227	1PC6	NINB_LAMBD	6.00E-71	7	129	1	123	100	A
NIPSNAP	913	305	1VQS	A9CGA4_AGRT5	4.00E-42	8	105	1	100	95	A
Nitrate_red_gam	1382	600	3IR7	NARI_ECOLI	1.00E-121	2	224	1	223	100	C
Nitro_FeMo-Co	1518	291	1RDU	B1LC59_THESQ	2.00E-49	13	103	1	91	100	A
NlpE	637	300	2Z4I	B3ARB3_ECO57	2.00E-45	5	89	1	87	97.7	A
NMT	323	282	4A95	A5K1A2_PLAVS	3.00E-95	23	183	1	161	100	A
NO_synthase	495	572	3UFO	NOS1_RAT	0	41	407	5	371	100	A
Nol1_Nop2_Fmu_2	646	293	3M6W	Q5SII2_THET8	6.00E-38	358	450	15	107	100	A
NosD	958	983	2INV	Q9F235_ARTGO	4.00E-126	125	352	1	232	96.55	A
NosL	546	405	2HQ3	O68481_ACHCY	4.00E-61	1	111	40	150	100	A
NPCBM	368	403	2VNR	Q6RUF5_CLOPE	4.00E-97	1	167	3	169	100	A
NPP1	272	532	3GNZ	Q9SPD4_9STRA	2.00E-111	19	208	1	192	98.96	P
NSP10	532	138	2G9T	F2YKG1_9BETC	1.00E-66	1	118	2	122	97.52	A
NSP13	351	432	2XYQ	D2E1V9_9BETC	2.00E-172	2	287	1	289	98.96	A
nsp9	591	128	2J98	R1AB_CVH22	2.00E-56	2	102	6	106	99.01	A
NTase_sub_bind	344	241	1JOG	Y074_HAEIN	2.00E-66	1	129	2	136	95.56	A
NTF2	1105	414	3UJM	B4PQG7_DROYA	5.00E-66	3	116	1	114	100	A
NTPase_1	238	475	1YE8	NTPTH_AQUAE	8.00E-77	1	164	1	172	95.35	A
Nuc_deoxyrib_tr	816	381	1S3F	C9M3U7_LACHE	2.00E-58	10	128	1	121	98.35	A
Nucleoporin_N	393	1270	1XKS	A6NGS4_HUMAN	0	1	369	2	399	92.71	A
NUDIX-like	882	435	1VK6	E9WNZ4_ECOLX	9.00E-43	10	90	1	82	98.78	A
NurA	349	1138	3TAZ	Q8U1N8_PYRFU	0	43	407	1	372	98.12	A
NYN	1990	698	2QIP	E1CX17_VIBPA	2.00E-84	7	155	1	150	99.33	A
O-FucT	835	1232	3ZY2	OFUT1_CAEEL	0	8	339	1	346	95.95	A
OapA	996	139	2GU1	Q9KUL5_VIBCH	1.00E-46	1	85	2	86	100	A
OAS1_C	309	300	1PX5	OAS1_PIG	2.00E-112	142	327	1	186	100	A
OCD_Mu_crystall	1968	1634	1VLL	O28608_ARCFU	0	1	312	1	312	100	A
Octopine_DH	433	314	3IQD	Q9BHM6_PECMA	2.00E-101	193	363	1	171	98.83	B
OGG_N	559	598	3F10	Q97FM4_CLOAB	1.00E-59	13	119	1	107	100	A
OHCU_decarbox	734	356	2O74	URAD_DANRE	2.00E-93	5	163	1	159	100	A
OKR_DC_1_N	1716	210	2VYC	E7UJV1_ECOLX	1.00E-67	16	134	1	119	100	A
OmpW	1228	586	2X27	A3KYW6_PSEAE	3.00E-106	6	207	1	205	98.54	X
Opacity	779	738	1P4T	Q9RP17_NEIME	3.00E-67	33	155	1	123	100	A
OprD	1216	1306	2Y2X	Q9HUR5_PSEAE	0	1	374	2	388	96.64	A
OS-D	482	134	1K19	Q9U3Y0_MAMBR	1.00E-53	4	98	1	95	100	A
Oxysterol_BP	1389	1411	1ZI7	E7KVH0_YEASL	0	1	395	22	419	98.49	A
P2	530	165	1U0S	CHEA_THEMA	4.00E-34	3	86	1	84	100	A
p25-alpha	232	374	1WLM	TPPP3_MOUSE	1.00E-73	17	145	1	129	100	A
P2X_receptor	343	821	4DW0	Q6NYR1_DANRE	0	1	330	17	346	98.79	A
PA14	1408	632	3ABZ	D1GCC6_KLUMA	1.00E-79	399	544	1	146	100	A
PaaA_PaaC	920	584	3PER	BOXB_AZOEV	5.00E-88	91	261	1	171	100	A
PAC2	934	592	3GAA	Q9HIA0_THEAC	4.00E-116	26	224	1	199	100	A
PAD_porph	1173	996	2JER	F0PHP7_ENTF6	0	14	361	1	349	99.71	A
PagL	501	363	2ERV	Q9HVD1_PSEAE	9.00E-81	10	150	1	141	100	A
PagP	353	223	1MM5	B3I4A0_ECOLX	8.00E-87	12	159	1	148	100	A
Palm_thioest	388	660	3GRO	Q6FGQ4_HUMAN	3.00E-149	1	268	3	279	96.75	A
Pan_kinase	1653	512	2F9W	A3KZE9_PSEAE	4.00E-96	2	198	1	200	97.5	A
PAP_central	494	969	1FA0	E7Q692_YEASB	0	2	350	1	349	100	A
ParBc_2	204	369	2HWJ	A9CIY5_AGRT5	1.00E-79	5	151	1	154	95.45	A
PaREP1	345	252	2JPU	P95883_SULSF	2.00E-48	2	115	1	114	100	A
PAS_10	1088	334	3CAX	Q8U2Y3_PYRFU	4.00E-59	237	341	1	105	100	A
PAS_2	868	339	3C2W	A3KZ15_PSEAE	3.00E-57	8	109	1	102	100	A
PAX	1062	375	2K27	Q6GU20_MOUSE	9.00E-71	9	133	1	125	100	A
PAXNEB	211	1067	4EJS	B5VT61_YEAS6	2.00E-72	94	223	185	318	97.01	A
PBS_linker_poly	514	184	2L3W	Q31PE0_SYNE7	7.00E-75	5	135	1	131	100	A
PCI_Csn8	419	432	1RZ4	EIF3K_HUMAN	4.00E-73	58	192	1	141	95.74	A
PCNA_C	700	381	3TBL	PCNA_HUMAN	4.00E-69	127	248	1	128	95.31	A
PcrB	420	713	3VKD	A0A011_9ACTO	2.00E-126	13	252	1	240	100	A
PdxA	1934	780	1R8K	B5BWB2_SALET	2.00E-154	22	314	1	299	94.31	A
PdxJ	1417	439	1IXQ	E6BGZ6_ECOLX	3.00E-131	3	232	1	237	97.05	A
Pec_lyase_C	1037	792	3ZSC	PTLY_THEMA	8.00E-115	44	243	1	200	98.5	A
Pectate_lyase	489	446	3T9G	B9MKT4_ANATD	5.00E-99	6	196	13	203	100	A
Pectinesterase	1826	1479	1QJV	PMEA_DICD3	6.00E-180	5	336	1	332	99.7	A
Pencillinase_R	1921	355	1OKR	MECI_STAEP	8.00E-63	5	119	1	115	100	A
Pentaxin	495	671	3FLT	Q8WQK3_LIMPO	3.00E-122	7	210	1	204	100	A
PEPCK	1784	1067	1KHB	PCKGC_HUMAN	0	20	603	1	594	97.64	A
PEPCK_ATP	1855	1044	1AYL	PCKA_SHISS	0	19	485	1	475	98.32	A
Peptidase_C10	235	494	4D8E	SPEB_STRP8	9.00E-126	15	223	1	209	100	A
Peptidase_C12	810	624	2LEN	B2RD14_HUMAN	1.00E-112	2	208	1	207	99.52	A
Peptidase_C15	1217	891	1X12	PCP_PYRFU	5.00E-116	1	207	1	207	98.55	A
Peptidase_C2	1446	1804	2NQG	F1LS29_RAT	0	23	322	1	300	100	A
Peptidase_C28	413	333	1QOL	Q6PMU9_9PICO	3.00E-96	1	166	29	201	94.8	A
Peptidase_C30	486	336	1UK2	B8Q8T6_CVHSA	8.00E-167	29	302	1	274	100	A
Peptidase_C37	351	714	4ASH	A7U678_9CALI	6.00E-91	1	163	345	514	94.71	A
Peptidase_C4	973	435	1Q31	POLG_TEV	3.00E-123	1	219	6	224	99.54	A
Peptidase_C54	440	1288	2D1I	ATG4B_HUMAN	2.00E-156	27	303	1	302	91.72	A
Peptidase_C78	273	491	2Z84	UFSP1_MOUSE	1.00E-98	37	206	17	186	100	A
Peptidase_M10	1771	934	4AUO	MMP1_HUMAN	1.00E-89	9	162	1	154	99.35	A
Peptidase_M10_C	349	1262	1OM6	O69771_9PSED	6.00E-111	235	453	1	219	100	A
Peptidase_M15	925	669	1R44	A1JV21_ENTFC	7.00E-113	1	202	1	202	100	A
Peptidase_M19	1585	1310	2I5G	B7V5T8_PSEA8	3.00E-172	5	313	1	317	96.85	A
Peptidase_M2	526	1402	1O8A	ACE_HUMAN	0	1	575	12	590	99.31	A
Peptidase_M27	208	487	1G9A	Q9R631_CLOBO	0	20	417	19	416	99.75	A
Peptidase_M29	1373	1076	2AYI	AMPT_THET8	0	1	395	3	406	97.77	A
Peptidase_M32	900	1013	1WGZ	Q72GY3_THET2	0	1	505	1	505	100	A
Peptidase_M35	222	936	1EB6	NPII_ASPOR	2.00E-93	1	177	176	352	100	A
Peptidase_M4	1430	402	3FBO	THER_BACTH	1.00E-77	16	151	13	148	100	A
Peptidase_M49	472	982	3T6B	DPP3_HUMAN	0	139	703	1	565	99.82	A
Peptidase_M55	357	411	1HI9	DPPA_BACSU	6.00E-159	1	264	1	264	99.62	A
Peptidase_M74	591	587	1TZP	E6BA11_ECOLX	2.00E-130	16	240	1	240	93.75	A
Peptidase_M75	1224	902	4ECG	E1YXK7_9BACE	2.00E-174	31	353	1	332	96.99	A
Peptidase_M8	759	1822	1LML	GP63_LEIMA	0	1	459	55	523	97.87	A
Peptidase_M9	538	537	2Y3U	Q9X721_CLOHI	2.00E-170	206	505	1	307	97.39	A
Peptidase_S13	1999	1658	3A3D	C4F1Z4_HAEIF	0	2	446	3	447	100	A
Peptidase_S15	1642	1425	1JU3	COCE_RHOSM	2.00E-157	14	285	1	272	100	A
Peptidase_S28	867	1770	3N2Z	PCP_HUMAN	0	10	428	1	423	99.05	B
Peptidase_S51	1337	570	3EN0	CPHB_SYNY3	3.00E-92	50	208	1	159	100	A
Peptidase_S58	909	850	3TM2	Q83XN4_STRCT	3.00E-112	9	361	1	360	96.94	A
Peptidase_S6	618	1479	1WXR	HBP_ECOLX	0	1	759	10	768	100	A
Peptidase_S66	1870	675	4EYS	Q97SY1_STRPN	3.00E-174	16	324	13	327	98.1	A
Peptidase_S9_N	1990	1696	4AN0	PPCE_PIG	0	7	423	1	417	100	A
PepX_N	255	170	1LNS	PEPX_LACLC	4.00E-83	1	143	1	143	100	A
Peroxidase_2	224	927	2J18	PRXC_CALFU	6.00E-163	1	296	22	317	100	A
Peroxin-3	265	1385	3AJB	PEX3_HUMAN	4.00E-142	43	290	1	272	91.18	A
PFEMP	298	375	2YK0	B7T1P0_PLAFA	1.00E-78	557	698	1	142	99.3	A
PgpA	1622	384	1TLQ	E8V9U4_BACST	5.00E-71	5	150	1	149	97.99	A
Phage_attach	256	176	2KX4	B3WMF7_ECOLX	4.00E-66	1	117	1	117	100	A
Phage_cap_E	705	806	3BQW	Q8FIC7_ECOL6	0	4	346	1	343	100	A
Phage_connect_1	1249	336	3JVO	Q9MBY2_BPHK7	9.00E-45	1	89	2	92	95.6	A
Phage_H_T_join	999	306	2KZ4	D2ACZ7_SHIF2	9.00E-55	7	106	1	100	100	A
Phage_sheath_1	1866	2669	3FOI	D9IEK1_BPT4	0	1	478	21	509	97.34	A
Phage_tail_U	412	181	1Z1Z	E2KYG0_ECO57	1.00E-72	1	129	2	130	100	A
Phe_hydrox_dim	359	469	2DKI	Q05KQ5_COMTE	5.00E-87	417	582	1	166	100	A
Phenol_Hydrox	955	306	3Q2A	TMOE_PSEME	2.00E-136	52	277	1	226	100	A
PHF5	224	181	2K0A	B3LK60_YEAS1	1.00E-59	4	109	2	107	100	A
PhnH	414	326	2FSU	PHNH_ECOLI	1.00E-86	1	166	10	191	91.21	A
PhoD	1184	2153	2YEQ	PPBD_BACSU	0	11	456	1	446	100	A
PhoQ_Sensor	321	214	3BQ8	E9YT49_ECOLX	4.00E-63	1	137	36	179	93.06	A
Phosphoesterase	1600	1631	2D1G	B4ARY2_FRANO	0	26	442	1	417	100	A
Phospholip_A2_1	1207	490	4FGA	PA28_DABRR	1.00E-57	1	121	1	121	100	A
Phospholip_A2_2	235	221	1POC	B7UUK1_APIME	9.00E-59	2	102	1	101	100	A
Phytase	482	1060	2POO	PHYT_BACSD	0	1	353	29	381	100	A
Profilin	784	396	3U4L	PROF1_BOVIN	2.00E-77	2	134	1	133	100	P
ProQ	966	217	1DVO	B8XWT5_ECOLX	6.00E-65	36	149	1	114	99.12	A
PTEN_C2	451	810	3V0J	Q4W8A1_CIOIN	1.00E-82	178	316	1	139	100	A
PyrI	855	124	4F04	E7H8B8_ECOLX	9.00E-50	1	89	5	93	100	B
SNO	1215	983	2NV2	PDXT_BACSU	3.00E-105	6	189	1	184	99.46	B
TFR_dimer	475	290	3SJG	A4UU13_HUMAN	3.00E-70	572	695	1	124	100	A
Thioredoxin_8	1331	498	2LUS	A3E0V9_CARRO	3.00E-55	26	121	1	96	100	A
TolB_N	1127	221	2HQS	E7T0X1_SHIBO	4.00E-56	1	104	1	104	100	A
VHS	964	392	4AVX	B4E1E2_HUMAN	6.00E-77	1	134	4	137	100	A
Viral_protease	612	627	2FE8	D2E1U5_9BETC	0	2	315	1	314	100	A
